Autoencoder_1,Autoencoder_2,overall-rank, score1, score2, score3, score4, score5, score6,Weight_kg,age,Height_cm,athlete_ID,nameURL,First_Name,Last_Name,Region,sex&division,Gender
6.17717275731642E-058,1,2523,279,326,45,90,302,105,80,41,177.8,24334,/athletes/andrew-graham,Andrew,Graham,Northwest,M0,M
4.9222272187693E-055,1,2527,350,434,29,90,256,96,77,30,177.8,19403,/athletes/john-henderson,John,Henderson,North Central,M0,M
2.63084039470451E-057,1,2528,300,326,40,98,270,103,82,42,182.88,72978,/athletes/ocey-leavitt,Ocey,Leavitt,Southwest,M0,M
3.20922117085435E-056,1,2529,304,375,39,96,250,93,84,36,180.34,56246,/athletes/matt-shannon,Matt,Shannon,Mid Atlantic,M0,M
4.08150174876206E-057,1,2530,251,324,54,102,263,114,78,30,176,16863,/athletes/seong-hyun-go,Seong,Hyun,Asia,M0,M
2.09492457145172E-057,1,2531,270,336,44,97,275,97,79,33,175.26,2032,/athletes/billy-nelson,Billy,Nelson,Northeast,M0,M
1.54943009187246E-056,1,2531,280,362,41,94,257,101,84,40,180.34,7480,/athletes/brad-greenlee,Brad,Greenlee,Northern California,M0,M
9.14201062119699E-057,1,2533,270,345,40,98,253,105,88,30,177.8,65848,/athletes/bill-benesi,Bill,Benesi,Mid Atlantic,M0,M
3.59753905556539E-058,1,2534,308,313,64,99,241,95,95,35,182.88,16462,/athletes/neal-staab,Neal,Staab,South Central,M0,M
2.83934690896423E-057,1,2536,308,307,50,120,237,101,82,30,170.18,5165,/athletes/michael-ty,Michael,Ty,Southwest,M0,M
5.6523311201828E-057,1,2537,317,371,42,90,252,94,95,26,182.88,19560,/athletes/michael-martinez,Michael,Martinez,Southern California,M0,M
1.76543819240022E-058,1,2538,315,374,45,60,307,112,88,38,182.88,5312,/athletes/eric-richards,Eric,Richards,Southeast,M0,M
1.31291311741996E-057,1,2539,270,342,60,98,244,93,95,24,175.26,23924,/athletes/wladimir-montoya,Wladimir,Montoya,South Central,M0,M
2.65644525176438E-057,1,2541,267,354,43,94,277,98,82,31,177.8,9929,/athletes/dave-roberts,Dave,Roberts,Mid Atlantic,M0,M
8.9017789919683E-057,1,2542,319,393,46,90,244,89,91,30,175.26,105125,/athletes/randy-jackson,Randy,Jackson,Southwest,M0,M
5.32425552805075E-056,1,2543,282,414,30,90,294,99,75,29,177.8,6346,/athletes/bernie-perez,Bernie,Perez,Southern California,M0,M
1.16516378429978E-058,1,2544,328,325,48,94,265,91,98,25,177.8,21396,/athletes/anthony-dudar,Anthony,Dudar,Canada West,M0,M
1.41914199298756E-056,1,2546,297,400,39,87,280,99,90,29,187,9905,/athletes/shaune-irving,Shaune,Irving,Australia,M0,M
1.37744468303664E-058,1,2547,274,318,55,93,281,97,108,26,195.58,163056,/athletes/galen-godbey,Galen,Godbey,Central East,M0,M
5.81670802464997E-057,1,2548,258,347,53,98,227,120,75,26,162.56,29217,/athletes/jason-trinh,Jason,Trinh,Canada West,M0,M
1.38768025975035E-057,1,2552,256,341,38,103,306,100,75,36,180.34,23346,/athletes/michael-weidner,Michael,Weidner,Mid Atlantic,M0,M
1.69586357402156E-057,1,2553,300,361,32,90,288,108,82,19,180.34,83538,/athletes/matthew-king,Matthew,King,Central East,M0,M
2.26328269077723E-057,1,2554,267,379,36,96,305,87,84,27,177.8,224444,/athletes/daniel-devlin,Daniel,Devlin,Canada West,M0,M
2.86241523557032E-059,1,2555,315,321,46,90,297,94,98,22,185.42,141258,/athletes/eric-metcalf,Eric,Metcalf,North Central,M0,M
2.60484031262058E-056,1,2556,260,375,34,108,275,99,86,20,182.88,86841,/athletes/nick-robles,Nick,Robles,Southern California,M0,M
7.1872650633284E-058,1,2557,255,343,48,96,277,100,83,32,180.34,22411,/athletes/john-munson,John,Munson,Southeast,M0,M
1.63279763914962E-058,1,2558,278,350,50,90,302,87,98,28,193.04,7723,/athletes/rehif-murray,Rehif,Murray,Central East,M0,M
3.09364008655551E-059,1,2558,280,306,62,93,270,102,102,40,187.96,27119,/athletes/tim-retzik,Tim,Retzik,Southwest,M0,M
2.48217208170366E-058,1,2558,266,334,60,93,253,102,100,28,182.88,33336,/athletes/christopher-netley,Christopher,Netley,Southern California,M0,M
3.61814897695554E-057,1,2561,310,389,32,93,275,90,73,29,172.72,9644,/athletes/reid-weber,Reid,Weber,Southwest,M0,M
1.40483408550285E-057,1,2561,270,369,40,90,277,101,85,22,177.8,57521,/athletes/gregory-zingler,Gregory,Zingler,Southeast,M0,M
4.78963568152407E-057,1,2563,270,341,44,116,245,98,74,22,171,55026,/athletes/paul-knowles,Paul,Knowles,Australia,M0,M
5.74223733913622E-058,1,2564,270,335,42,97,275,99,81,23,187.96,11138,/athletes/jordan-derksen,Jordan,Derksen,Canada West,M0,M
1.60683877477256E-057,1,2565,308,381,28,88,300,111,86,28,180.34,6017,/athletes/colby-blauwkamp,Colby,Blauwkamp,Southwest,M0,M
6.63094096577688E-058,1,2567,287,355,38,99,283,88,93,25,187.96,28076,/athletes/charles-lawrie,Charles,Lawrie,South Central,M0,M
8.34680431287899E-058,1,2568,279,362,52,96,249,89,94,26,182.88,2084,/athletes/adam-whittal,Adam,Whittal,Canada East,M0,M
4.37803628704823E-058,1,2569,232,347,46,92,291,117,75,22,172.72,73683,/athletes/adam-kowalski,Adam,Kowalski,Northwest,M0,M
4.32710012913366E-058,1,2571,242,339,45,103,300,99,86,25,187.96,39557,/athletes/andrew-dillon,Andrew,Dillon,Northeast,M0,M
1.65027365670733E-058,1,2572,267,343,48,93,275,97,91,33,182.88,13906,/athletes/joshua-bird,Joshua,Bird,Northeast,M0,M
1.20094110560357E-059,1,2573,289,328,78,90,256,99,108,31,182.88,233783,/athletes/andrew-bogle-0,Andrew,Bogle,Northeast,M0,M
2.41188077397656E-058,1,2574,270,377,43,80,307,101,82,25,185.42,68020,/athletes/zac-rich,Zac,Rich,Southeast,M0,M
3.4027574715607E-057,1,2575,230,399,53,92,275,95,80,25,177.8,25257,/athletes/patrick-wells,Patrick,Wells,Northwest,M0,M
1.72024671597244E-058,1,2577,305,345,40,93,271,96,91,32,187.96,21569,/athletes/mike-manning,Mike,Manning,Northern California,M0,M
3.14064667724145E-057,1,2577,225,360,38,97,283,126,75,19,177.8,36177,/athletes/grant-dilling,Grant,Dilling,Canada West,M0,M
2.11272493734864E-058,1,2580,264,326,44,108,274,101,83,27,177.8,7897,/athletes/alex-punger,Alex,Punger,Northeast,M0,M
8.63368060271886E-056,1,2581,315,453,24,96,272,87,67,24,175,39599,/athletes/joshua-morris,Joshua,Morris,Australia,M0,M
1.32195689053035E-057,1,2582,256,375,55,96,245,96,86,32,180.34,20582,/athletes/neil-wattier,Neil,Wattier,North Central,M0,M
1.45254229215257E-057,1,2582,255,377,41,93,272,106,76,27,176,48456,/athletes/david-ohlsson-0,David,Ohlsson,Europe,M0,M
2.33180620350096E-057,1,2584,263,377,34,103,279,95,77,23,177.8,53795,/athletes/aaron-beatty,Aaron,Beatty,Northwest,M0,M
2.04940819814287E-058,1,2585,300,385,55,92,252,78,77,23,167.64,97555,/athletes/ryan-suzuki,Ryan,Suzuki,Southern California,M0,M
4.88937684703169E-060,1,2586,256,333,50,90,328,101,116,37,185.42,6651,/athletes/brad-miller,Brad,Miller,Southwest,M0,M
6.47943746456073E-057,1,2587,258,365,40,114,253,101,78,31,180.34,10911,/athletes/gene-williams,Gene,Williams,Southern California,M0,M
1.636135161066E-058,1,2590,257,327,45,115,275,101,86,35,172.72,7559,/athletes/pat-sherwood,Pat,Sherwood,Southwest,M0,M
2.74046306840594E-059,1,2591,302,324,42,97,277,95,82,33,185.42,3052,/athletes/rob-estrella,Rob,Estrella,Northern California,M0,M
1.47736727159972E-058,1,2592,261,343,40,97,270,111,77,30,170.18,36797,/athletes/joe-barchetto,Joe,Barchetto,Northeast,M0,M
2.10324937412175E-059,1,2594,260,331,70,93,259,102,93,36,187.96,204634,/athletes/brian-mcgrath,Brian,Mcgrath,Southwest,M0,M
4.84294460659911E-058,1,2595,289,360,39,97,249,100,78,34,180.34,38844,/athletes/ryan-buck,Ryan,Buck,South Central,M0,M
7.69991417523957E-059,1,2596,281,335,46,104,265,91,84,29,182.88,66298,/athletes/adam-steele,Adam,Steele,Mid Atlantic,M0,M
2.11601961563497E-057,1,2598,261,404,32,95,297,96,85,26,187.96,9560,/athletes/jake-caudle,Jake,Caudle,Northwest,M0,M
3.18338614651177E-058,1,2600,204,377,54,93,285,105,98,30,185.42,3231,/athletes/nathan-lang,Nathan,Lang,Mid Atlantic,M0,M
7.64520918938749E-059,1,2601,280,362,56,99,245,82,100,25,180.34,4959,/athletes/mike-jones,Mike,Jones,North Central,M0,M
1.02108062350057E-057,1,2603,225,379,41,103,283,97,78,26,180.34,82844,/athletes/casey-patterson,Casey,Patterson,Northwest,M0,M
1.01064828232091E-058,1,2605,258,368,52,89,273,110,89,22,182.88,248479,/athletes/mike-sabato,Mike,Sabato,Northeast,M0,M
2.03699219913606E-057,1,2607,216,379,48,104,254,108,85,26,180.34,13264,/athletes/mike-dillon,Mike,Dillon,Northeast,M0,M
3.59796970615056E-059,1,2608,292,344,32,97,301,96,82,30,190.5,1686,/athletes/kevin-wood,Kevin,Wood,Canada East,M0,M
1.12139443769832E-058,1,2609,280,361,32,94,271,112,75,26,167.64,26532,/athletes/chris-schaalo,Chris,Schaalo,Canada West,M0,M
7.41483618435012E-059,1,2610,287,335,38,109,271,97,88,30,185.42,36367,/athletes/james-tremere,James,Tremere,Canada West,M0,M
6.91864710151658E-061,1,2611,263,294,54,94,299,112,88,25,180.34,117032,/athletes/chris-cavanagh,Chris,Cavanagh,South Central,M0,M
3.87506306854971E-057,1,2613,311,371,2,118,284,114,82,24,177.8,21848,/athletes/evan-massey,Evan,Massey,Northern California,M0,M
3.76942553396037E-058,1,2614,284,376,36,96,248,100,82,28,180.34,42164,/athletes/michael-mcnally,Michael,Mcnally,Northeast,M0,M
2.30796526185538E-057,1,2616,249,412,31,97,281,102,82,24,181,224814,/athletes/tom-schwander,Tom,Schwander,Europe,M0,M
2.8272391282594E-058,1,2620,260,376,30,106,295,98,85,22,182,17126,/athletes/trent-jones,Trent,Jones,Australia,M0,M
7.17019889919376E-060,1,2621,326,341,40,92,260,96,88,33,182.88,212844,/athletes/todd-reeves,Todd,Reeves,South Central,M0,M
6.4945404866877E-060,1,2624,295,340,46,92,251,102,84,31,172.72,79001,/athletes/chris-eicholtz,Chris,Eicholtz,Mid Atlantic,M0,M
7.10778750887663E-060,1,2626,288,344,50,91,265,95,84,25,187.96,53209,/athletes/jeremy-starr,Jeremy,Starr,North Central,M0,M
3.14687752258876E-059,1,2627,306,367,36,100,272,83,86,31,182.88,30721,/athletes/brad-cobb,Brad,Cobb,South Central,M0,M
1.64226756983629E-060,1,2629,307,329,41,91,276,101,77,22,175.26,216459,/athletes/ricky-martinez,Ricky,Martinez,South Central,M0,M
2.36773780180549E-060,1,2632,301,351,43,91,279,90,84,29,175.26,31167,/athletes/carlos-gibson,Carlos,Gibson,Mid Atlantic,M0,M
1.89907489302274E-059,1,2633,303,379,42,90,272,87,84,36,185.42,35814,/athletes/eric-groat,Eric,Groat,South Central,M0,M
3.88955573716988E-058,1,2634,274,398,34,96,243,104,68,26,165.1,10840,/athletes/tim-phillips,Tim,Phillips,Southeast,M0,M
1.81254808611125E-057,1,2634,303,435,33,97,248,88,84,34,180.34,19771,/athletes/bryce-graskoski,Bryce,Graskoski,Northeast,M0,M
5.06171538277884E-058,1,2636,264,413,34,94,270,98,68,24,176,29559,/athletes/dan-shute,Dan,Shute,Australia,M0,M
6.89071662226757E-060,1,2637,280,341,40,92,259,114,68,30,167.64,21563,/athletes/devin-ralph,Devin,Ralph,Canada West,M0,M
1.3552225874826E-061,1,2638,300,297,45,90,301,115,84,20,182.88,68374,/athletes/doss-mackey,Doss,Mackey,Mid Atlantic,M0,M
3.74997284774351E-059,1,2639,302,381,38,94,254,90,88,38,182.88,8931,/athletes/darren-kemp,Darren,Kemp,Mid Atlantic,M0,M
3.79534063622275E-061,1,2640,300,333,43,90,310,92,100,34,193.04,190774,/athletes/jd-boone,Jd,Boone,Southeast,M0,M
1.7338905454866E-059,1,2642,304,361,34,95,255,100,79,27,177.8,70233,/athletes/michael-mayo,Michael,Mayo,Southern California,M0,M
3.15998653038483E-059,1,2644,257,360,40,109,280,93,84,27,182.88,2523,/athletes/christopher-lebaron,Christopher,Lebaron,Northern California,M0,M
1.30464442383113E-059,1,2645,267,365,44,96,261,93,79,25,177.8,42682,/athletes/nicholas-blackstone,Nicholas,Blackstone,Central East,M0,M
4.18755055090611E-059,1,2647,255,379,38,98,271,99,75,31,175.26,8115,/athletes/mike-rawlinson,Mike,Rawlinson,Europe,M0,M
1.6792507537757E-059,1,2647,258,335,45,115,250,106,84,30,170.18,79861,/athletes/dustin-marshman,Dustin,Marshman,Southern California,M0,M
3.36943151857255E-059,1,2649,272,352,25,114,289,102,65,34,170.18,4873,/athletes/brian-gallagher,Brian,Gallagher,Mid Atlantic,M0,M
1.04616190304851E-062,1,2650,309,273,60,95,271,101,98,36,180.34,138573,/athletes/bill-boukis,Bill,Boukis,Southern California,M0,M
2.65238706534611E-059,1,2652,286,385,42,97,241,91,79,21,170.18,17847,/athletes/jonathan-priem,Jonathan,Priem,North Central,M0,M
5.51531707268622E-058,1,2655,163,453,41,90,350,126,84,31,177.8,37672,/athletes/caleb-fraki,Caleb,Fraki,Northwest,M0,M
4.510224468455E-060,1,2656,290,351,42,96,251,96,98,30,190.5,140573,/athletes/aaron-dedicke,Aaron,Dedicke,Southern California,M0,M
3.29233052010996E-060,1,2657,269,371,42,91,282,92,93,29,185.42,32368,/athletes/kieran-parmar,Kieran,Parmar,Canada East,M0,M
5.13941786641689E-061,1,2658,282,324,38,96,278,105,75,23,172.72,27098,/athletes/cole-johnson,Cole,Johnson,Mid Atlantic,M0,M
5.09961644857958E-061,1,2659,304,330,50,94,243,100,95,28,180.34,14066,/athletes/scott-tourville,Scott,Tourville,Central East,M0,M
1.33669875002936E-061,1,2661,319,302,40,99,267,101,79,33,177.8,23395,/athletes/tyler-milyard,Tyler,Milyard,Southwest,M0,M
2.61777240069064E-061,1,2662,290,329,39,92,305,99,82,27,190.5,39697,/athletes/casey-markovic,Casey,Markovic,Southern California,M0,M
5.26085725542863E-060,1,2662,265,379,32,95,300,95,77,40,175.26,69911,/athletes/bill-connors,Bill,Connors,Northeast,M0,M
2.7675541730808E-061,1,2667,303,344,45,90,265,97,81,31,173,65034,/athletes/mark-wilson-0,Mark,Wilson,Europe,M0,M
3.99945891578784E-058,1,2668,226,413,35,107,269,103,70,23,175.26,8214,/athletes/patrick-earley,Patrick,Earley,Northeast,M0,M
8.7299517710506E-060,1,2669,266,346,34,116,265,102,61,23,162.56,15044,/athletes/jackson-reyes,Jackson,Reyes,Southern California,M0,M
7.43563299536393E-059,1,2670,292,414,24,96,275,96,75,28,180.34,24420,/athletes/brian-mitchell,Brian,Mitchell,Mid Atlantic,M0,M
1.53123418642912E-059,1,2671,304,398,21,99,292,90,82,33,180.34,22580,/athletes/david-chugg,David,Chugg,Southwest,M0,M
4.63799624769277E-061,1,2672,299,334,50,98,243,95,86,35,180.34,29074,/athletes/scott-mackley,Scott,Mackley,Southern California,M0,M
6.88758211564848E-061,1,2674,304,360,36,91,276,96,79,34,177.8,32695,/athletes/matt-englhard,Matt,Englhard,Southern California,M0,M
6.06027915574861E-061,1,2675,273,369,39,90,314,89,93,34,195.58,67573,/athletes/larry-jones,Larry,Jones,Northeast,M0,M
3.21981396946328E-060,1,2677,238,391,40,95,300,93,82,19,175.26,18289,/athletes/zac-morgan,Zac,Morgan,Central East,M0,M
2.93379481538111E-062,1,2678,278,310,48,94,285,97,93,26,185.42,172411,/athletes/chris-valine,Chris,Valine,North Central,M0,M
5.63483436006448E-062,1,2679,292,326,58,92,251,98,113,26,187.96,60879,/athletes/gabriel-hall,Gabriel,Hall,Mid Atlantic,M0,M
4.52986103904702E-060,1,2680,246,360,34,113,292,100,73,25,170.18,7645,/athletes/anthony-thlang,Anthony,Thlang,Northwest,M0,M
3.24293100788858E-059,1,2681,261,418,45,90,251,97,80,27,182.88,37940,/athletes/james-werline,James,Werline,South Central,M0,M
2.09033574780044E-060,1,2683,275,374,36,92,266,101,75,27,175.26,37110,/athletes/kyle-clendaniel,Kyle,Clendaniel,Southeast,M0,M
1.8473335019486E-061,1,2684,239,335,46,99,280,102,82,22,170.18,20525,/athletes/andrew-wilson,Andrew,Wilson,Mid Atlantic,M0,M
5.42426782468898E-059,1,2684,261,399,37,104,244,100,82,34,180.34,153785,/athletes/guillaume-perron,Guillaume,Perron,Canada East,M0,M
2.49306260312972E-060,1,2686,313,413,22,88,324,98,75,29,178,15659,/athletes/ross-blake,Ross,Blake,Australia,M0,M
5.21712103563559E-061,1,2689,268,338,48,96,249,101,84,26,190.5,11520,/athletes/anders-larson,Anders,Larson,Central East,M0,M
1.76438221394969E-059,1,2690,306,408,39,96,225,90,73,28,175.26,3868,/athletes/blake-hanan,Blake,Hanan,Northeast,M0,M
1.87099536847558E-061,1,2691,247,341,45,98,275,101,82,40,172.72,65998,/athletes/chris-haynes-0,Chris,Haynes,Central East,M0,M
1.73727794566991E-061,1,2692,299,347,39,95,271,94,91,23,185.42,9760,/athletes/michael-silverman,Michael,Silverman,Southwest,M0,M
1.42832834532717E-061,1,2694,278,360,44,95,275,84,73,34,170.18,34259,/athletes/jesse-udom,Jesse,Udom,Northwest,M0,M
2.80874344451443E-060,1,2695,259,369,43,99,251,97,82,22,187.96,2112,/athletes/brian-dean,Brian,Dean,South Central,M0,M
2.61162888806024E-061,1,2696,271,348,45,93,256,98,86,20,185.42,7736,/athletes/matthew-lengel,Matthew,Lengel,Central East,M0,M
2.1015522405049E-062,1,2697,268,345,58,91,278,86,111,41,187.96,185036,/athletes/daniel-thacker,Daniel,Thacker,North Central,M0,M
1.82104659929433E-058,1,2698,251,455,36,92,252,108,68,25,170.18,14036,/athletes/joseph-check,Joseph,Check,Northern California,M0,M
3.17540259052973E-062,1,2700,298,329,40,98,282,90,85,26,182.88,4684,/athletes/ryan-doyle,Ryan,Doyle,Southern California,M0,M
1.12593822251859E-060,1,2701,285,363,24,116,302,92,70,24,170.18,81221,/athletes/travis-holmquist,Travis,Holmquist,Southeast,M0,M
2.93997391086446E-060,1,2702,225,401,43,90,275,109,76,30,172.72,41223,/athletes/tripp-zanetis,Tripp,Zanetis,Southwest,M0,M
9.50232357621208E-061,1,2705,228,417,36,90,338,97,82,21,177.8,129901,/athletes/christopher-capone,Christopher,Capone,Mid Atlantic,M0,M
5.53484556693863E-061,1,2706,304,364,38,95,233,103,82,20,175.26,96630,/athletes/bryant-chase,Bryant,Chase,Northeast,M0,M
3.18730923191758E-061,1,2707,310,374,41,90,246,95,77,39,177.8,144246,/athletes/george-roberts,George,Roberts,Europe,M0,M
3.35395939798233E-062,1,2708,350,336,32,93,270,100,88,21,187.96,181518,/athletes/logan-mckinney,Logan,Mckinney,Central East,M0,M
3.4243945739733E-059,1,2708,219,390,27,124,301,111,79,34,177.8,197035,/athletes/michael-terlinde,Michael,Terlinde,South Central,M0,M
4.2371879349399E-063,1,2710,312,329,60,93,249,86,116,32,185.42,10355,/athletes/cody-fleming,Cody,Fleming,Southwest,M0,M
3.76494838296579E-062,1,2711,253,350,50,94,281,94,95,43,182.88,125181,/athletes/skip-hanson,Skip,Hanson,Northern California,M0,M
5.66535220073394E-061,1,2712,304,389,33,92,273,90,78,22,185.42,43100,/athletes/caleb-townsend,Caleb,Townsend,Southeast,M0,M
2.79068699817719E-059,1,2714,256,428,36,103,245,98,74,27,170.18,31466,/athletes/gregory-martino,Gregory,Martino,Northeast,M0,M
1.77497294902232E-062,1,2715,297,349,60,90,242,95,93,30,177.8,20880,/athletes/michael-crofford,Michael,Crofford,South Central,M0,M
3.36107614282132E-061,1,2716,301,371,26,98,271,99,73,36,172.72,72412,/athletes/eric-walden,Eric,Walden,Southwest,M0,M
6.4599479184368E-062,1,2717,308,378,41,90,278,80,84,36,185.42,97009,/athletes/ericlee-gilmore,Ericlee,Gilmore,Northern California,M0,M
4.47652083348196E-064,1,2721,308,307,58,90,276,92,108,32,187.96,42756,/athletes/shane-sevcik,Shane,Sevcik,Northwest,M0,M
1.0513136644536E-059,1,2722,295,444,22,91,271,106,73,28,170.18,43109,/athletes/gabe-garcia,Gabe,Garcia,Central East,M0,M
2.08594009741645E-061,1,2723,280,381,39,94,252,93,82,27,172.72,45746,/athletes/chris-stellato,Chris,Stellato,Northeast,M0,M
3.11447404433309E-061,1,2724,257,324,43,116,245,132,75,21,167.64,14661,/athletes/seth-sullivan,Seth,Sullivan,Mid Atlantic,M0,M
3.75949310354608E-061,1,2724,293,378,35,98,243,97,75,26,170,25377,/athletes/reza-mashkoori,Reza,Mashkoori,Canada East,M0,M
1.79409752762805E-060,1,2727,301,432,19,94,302,92,83,23,180,66184,/athletes/arnar-sigurdsson,Arnar,Sigurdsson,Europe,M0,M
7.64807409260369E-063,1,2728,272,329,54,91,255,101,82,23,182.88,119419,/athletes/michael-vinson,Michael,Vinson,South Central,M0,M
8.77266454286568E-062,1,2730,296,386,36,91,274,90,68,24,172.72,85373,/athletes/tj-owens,Tj,Owens,Southwest,M0,M
7.7465434887698E-062,1,2731,259,363,40,102,272,94,73,24,170.18,22611,/athletes/janjay-mendoza,Janjay,Mendoza,Southern California,M0,M
8.18101019131902E-064,1,2732,276,305,44,96,300,97,85,30,182.88,13592,/athletes/rob-bolger,Rob,Bolger,North Central,M0,M
2.72085321811053E-062,1,2733,304,376,31,91,292,91,82,43,177.8,9772,/athletes/jim-garvin,Jim,Garvin,Northern California,M0,M
1.71449970602444E-062,1,2734,297,341,47,93,242,101,78,30,180,47168,/athletes/michael-mccoy,Michael,Mccoy,Australia,M0,M
9.70064118802325E-061,1,2737,232,405,42,94,257,102,77,24,177.8,46810,/athletes/ian-mcintosh,Ian,Mcintosh,Mid Atlantic,M0,M
1.18205965959741E-062,1,2739,315,362,37,96,264,83,80,27,172.72,104775,/athletes/jared-cantrell,Jared,Cantrell,Latin America,M0,M
1.86036669665924E-062,1,2741,293,343,39,94,253,102,88,36,187.96,8536,/athletes/jacob-karaca,Jacob,Karaca,North Central,M0,M
2.22533271055462E-062,1,2742,306,375,34,94,271,88,73,26,170.18,116949,/athletes/mark-sun,Mark,Sun,Southern California,M0,M
2.17348599474693E-063,1,2743,306,341,62,91,238,92,102,29,185.42,42549,/athletes/zachary-hubbell,Zachary,Hubbell,Northwest,M0,M
4.58709486034991E-063,1,2744,262,324,60,105,240,102,83,41,167.64,14834,/athletes/dale-saran,Dale,Saran,Southwest,M0,M
2.95146611990951E-064,1,2745,300,365,51,60,302,112,86,37,180.34,97813,/athletes/aaron-rife,Aaron,Rife,Europe,M0,M
1.92043864057482E-063,1,2748,270,338,32,92,310,105,72,22,172,184171,/athletes/justin-beveridge,Justin,Beveridge,Australia,M0,M
5.97128955860822E-064,1,2751,316,308,32,97,287,100,82,33,182.88,10152,/athletes/chad-cross,Chad,Cross,Southern California,M0,M
1.54128168707689E-062,1,2751,263,388,35,90,311,93,94,31,185.42,161527,/athletes/nick-propersi,Nick,Propersi,North Central,M0,M
2.49351997329012E-063,1,2753,300,340,27,98,301,98,72,29,173,14746,/athletes/oleg-prosniakov,Oleg,Prosniakov,Australia,M0,M
2.37500780973651E-063,1,2753,255,316,39,107,301,108,79,28,177.8,42159,/athletes/matthew-andryuk,Matthew,Andryuk,Central East,M0,M
6.38550473709171E-064,1,2756,265,338,44,93,303,91,97,32,185.42,146356,/athletes/vaughn-brotton,Vaughn,Brotton,Southern California,M0,M
1.37340590702262E-063,1,2757,291,332,41,95,281,92,88,27,190.5,6417,/athletes/jordan-sullivan,Jordan,Sullivan,Central East,M0,M
1.96075082821178E-063,1,2759,270,341,36,101,300,89,88,38,182.88,6380,/athletes/arron-mccall,Arron,Mccall,North Central,M0,M
6.05842366120013E-064,1,2760,303,341,52,84,253,104,84,32,175.26,19636,/athletes/brian-brooks,Brian,Brooks,Northern California,M0,M
1.86488700030397E-061,1,2761,240,405,32,97,273,104,77,35,170.18,117479,/athletes/luis-barragan,Luis,Barragan,Southern California,M0,M
3.79866805127793E-064,1,2762,270,330,42,93,292,96,79,34,172.72,96542,/athletes/joseph-dodson,Joseph,Dodson,Northern California,M0,M
1.63644754055844E-063,1,2764,303,363,51,90,252,86,93,36,180.34,146424,/athletes/steven-spina,Steven,Spina,Central East,M0,M
3.20202016308939E-062,1,2765,311,401,30,92,273,88,77,26,180.34,2921,/athletes/brennan-direnfeld,Brennan,Direnfeld,Canada East,M0,M
3.20108200251847E-063,1,2766,258,358,34,97,307,96,80,21,180,159980,/athletes/cameron-dyer,Cameron,Dyer,Australia,M0,M
4.79086151918347E-064,1,2767,309,324,49,90,251,101,93,24,190.5,15826,/athletes/jonathan-harris,Jonathan,Harris,South Central,M0,M
1.75958217873771E-064,1,2768,242,307,62,97,277,102,95,41,187.96,6790,/athletes/david-zeff,David,Zeff,Northern California,M0,M
2.83992633667497E-061,1,2769,263,421,32,96,270,93,76,28,182.88,47336,/athletes/robby-zehner,Robby,Zehner,Southwest,M0,M
8.89312132638954E-062,1,2770,225,369,47,109,245,102,79,18,180.34,64496,/athletes/gabe-taube,Gabe,Taube,Northern California,M0,M
2.35737767796838E-063,1,2771,270,345,34,96,279,98,77,30,180.34,36646,/athletes/travis-latham,Travis,Latham,Northern California,M0,M
2.63073132011438E-062,1,2772,257,377,39,101,253,97,77,28,172.72,91493,/athletes/chris-white,Chris,White,South Central,M0,M
2.30507392992072E-062,1,2773,306,381,30,93,248,101,70,23,176,5962,/athletes/david-hood,David,Hood,Australia,M0,M
3.7081533917685E-065,1,2774,300,300,42,92,307,100,100,30,198.12,58772,/athletes/nicholas-rock,Nicholas,Rock,Mid Atlantic,M0,M
1.15484275223593E-064,1,2776,263,327,49,93,285,96,100,29,180.34,24009,/athletes/khoung-yib,Khoung,Yib,Southeast,M0,M
3.079623634718E-063,1,2777,279,355,37,95,268,97,77,31,182.88,84694,/athletes/kyl-samway,Kyl,Samway,Northwest,M0,M
2.57176489856671E-064,1,2778,273,343,48,93,275,86,98,29,182.88,63951,/athletes/matthew-gaines,Matthew,Gaines,Northern California,M0,M
2.36287272501731E-062,1,2779,265,396,37,95,260,93,76,31,175.26,96855,/athletes/jason-shultz,Jason,Shultz,North Central,M0,M
4.84200004573975E-061,1,2780,256,396,25,125,268,103,67,38,162.56,2145,/athletes/christopher-bean,Christopher,Bean,Northeast,M0,M
3.00324144046265E-063,1,2780,305,370,29,95,279,90,77,22,180.34,28678,/athletes/levi-schmidt,Levi,Schmidt,Northeast,M0,M
4.20346955862894E-062,1,2782,262,402,28,96,279,98,77,30,180.34,29160,/athletes/brandon-boers,Brandon,Boers,Northern California,M0,M
2.62818855431608E-063,1,2783,287,346,37,105,255,93,77,26,177,74858,/athletes/benjamin-hillman,Benjamin,Hillman,Northwest,M0,M
1.18407726169551E-061,1,2784,255,382,40,118,244,95,73,31,175.26,180399,/athletes/joseph-talmadge,Joseph,Talmadge,Northern California,M0,M
2.54439664028592E-063,1,2786,225,361,46,94,278,101,88,24,187.96,66655,/athletes/curtis-warren,Curtis,Warren,South Central,M0,M
4.31419706682804E-065,1,2787,317,330,48,90,275,85,95,33,187.96,29166,/athletes/ryan-lundquist,Ryan,Lundquist,Northwest,M0,M
3.52162826883278E-064,1,2789,267,331,40,101,271,99,91,36,177.8,14933,/athletes/daniel-barnett,Daniel,Barnett,Central East,M0,M
4.02931500169413E-063,1,2790,186,381,51,93,283,105,84,25,175.26,45433,/athletes/aaron-olsen,Aaron,Olsen,Europe,M0,M
